IMDB_rating,IMDB_title,IMDB_titleID,IMDB_title_name
7.0 based on 196 user ratings,Lavell Crawford: Can a Brother Get Some Love?,/title/tt2084872/, Lavell Crawford: Can a Brother Get Some Love (2011) (TV Special) 
5.5 based on 121 user ratings,Brad Paisley's Comedy Rodeo,/title/tt6794448/, Brad Paisley's Comedy Rodeo (2017) (TV Special) 
7.1 based on 406 user ratings,Colin Quinn: Unconstitutional,/title/tt4392266/, Colin Quinn: Unconstitutional (2015) (TV Special) 
"7.4 based on 1,886 user ratings",Demetri Martin: Live (At the Time),/title/tt4512714/, Demetri Martin: Live (At the Time) (2015) (TV Special) 
6.1 based on 349 user ratings,Tiffany Haddish Presents: They Ready,/title/tt10085386/, Tiffany Haddish Presents: They Ready (2019) (TV Series) 
"8.0 based on 3,530 user ratings",Jim Gaffigan: Beyond the Pale,/title/tt0815456/, Jim Gaffigan: Beyond the Pale (2006) (TV Special) 
"7.8 based on 2,254 user ratings",Jim Gaffigan: King Baby,/title/tt1390471/, Jim Gaffigan: King Baby (2009) (TV Special) 
"7.8 based on 3,144 user ratings",Jim Gaffigan: Mr. Universe,/title/tt2273321/, Jim Gaffigan: Mr. Universe (2012) (Video) 
"7.6 based on 1,906 user ratings",Jim Gaffigan: Obsessed,/title/tt3481550/, Jim Gaffigan: Obsessed (2014) (TV Special) 
"5.0 based on 2,120 user ratings",Seth Rogen's Hilarity for Charity,/title/tt8178116/, Seth Rogen's Hilarity for Charity (2018) (TV Special) 
"7.1 based on 2,700 user ratings",Anthony Jeselnik: Fire in the Maternity Ward,/title/tt10050780/, Anthony Jeselnik: Fire in the Maternity Ward (2019) (TV Special) 
"6.8 based on 1,487 user ratings",Vir Das: Abroad Understanding,/title/tt6822400/, Vir Das: Abroad Understanding (2017) (TV Special) 
"6.1 based on 1,238 user ratings",Kevin James: Never Don't Give Up,/title/tt8324578/, Kevin James: Never Don't Give Up (2018) (TV Special) 
"6.8 based on 1,787 user ratings",Patton Oswalt: Talking for Clapping,/title/tt5457520/, Patton Oswalt: Talking for Clapping (2016) (TV Special) 
"6.5 based on 3,463 user ratings",Kevin Hart: Irresponsible,/title/tt10009796/, Kevin Hart: Irresponsible (2019) (TV Special) 
5.5 based on 769 user ratings,Lucas Brothers: On Drugs,/title/tt6218048/, Lucas Brothers: On Drugs (2017) (TV Special) 
6.8 based on 456 user ratings,The Honeymoon Stand Up Special,/title/tt7698408/, The Honeymoon Stand-Up Special (2018) (TV Series) 
"6.5 based on 1,381 user ratings",Chris D'Elia: Incorrigible,/title/tt4624852/, Chris D'Elia: Incorrigible (2015) (TV Special) 
"8.2 based on 16,167 user ratings",Eddie Murphy: Delirious,/title/tt0085474/, Eddie Murphy: Delirious (1983) (TV Special) 
"5.9 based on 8,827 user ratings",Kevin Hart: What Now?,/title/tt4669186/," What Now? (2016) aka ""Kevin Hart: What Now?"" "
"7.2 based on 1,644 user ratings",Greg Davies: You Magnificent Beast,/title/tt8259682/, Greg Davies: You Magnificent Beast (2018) (TV Special) 
"8.3 based on 5,320 user ratings",John Mulaney: New in Town,/title/tt2246779/, John Mulaney: New in Town (2012) (TV Special) 
7.2 based on 64 user ratings,The Hollywood Masters,/title/tt7178034/, The Hollywood Masters (2017) (TV Series) 
"7.9 based on 4,354 user ratings",My Next Guest Needs No Introduction With David Letterman,/title/tt7829834/, My Next Guest Needs No Introduction with David Letterman (2018) (TV Series) 
"3.6 based on 6,635 user ratings",Bill Nye Saves the World,/title/tt6021260/, Bill Nye Saves the World (2017) (TV Series) 
6.7 based on 934 user ratings,The Standups,/title/tt7107518/, The Standups (2017) (TV Series) 
Not Found,Off Camera,/title/tt8077388/, Off Camera (2018) (TV Series) 
"8.1 based on 10,703 user ratings",Comedians in Cars Getting Coffee,/title/tt2314952/, Comedians in Cars Getting Coffee (2012) (TV Series) 
"7.2 based on 2,149 user ratings",The Joel McHale Show with Joel McHale,/title/tt7895706/, The Joel McHale Show with Joel McHale (2018) (TV Series) 
6.4 based on 398 user ratings,COMEDIANS of the world,/title/tt8685446/, Comedians of the World (2019) (TV Series) 
"7.5 based on 3,799 user ratings",Comedy Bang! Bang!,/title/tt2176287/, Comedy Bang! Bang! (2012) (TV Series) 
5.8 based on 366 user ratings,The Comedy Lineup,/title/tt8687584/, The Comedy Lineup (2018) (TV Series) 
Not Found,Chelsea,/name/nm0000107/," Kim Basinger (Actress, L.A. Confidential (1997)) nickname ""Chelsea"" "
"5.6 based on 11,406 user ratings",6 Years,/title/tt3799372/, 6 Years (2015) 
5.5 based on 8 user ratings,Castle of Stars,/title/tt2101442/, Star Castle (1980) (Video Game) 
"7.0 based on 136,788 user ratings",One Day,/title/tt1563738/, One Day (2011) 
"7.2 based on 4,682 user ratings",No Tomorrow,/title/tt5595688/, No Tomorrow (2016) (TV Series) 
5.2 based on 483 user ratings,The World We Make,/title/tt7643622/, The World We Make (2019) 
"8.1 based on 15,239 user ratings",Lovesick,/title/tt4051832/, Lovesick (2014) (TV Series) 
"6.9 based on 10,901 user ratings",Our Souls at Night,/title/tt5034266/, Our Souls at Night (2017) 
"7.6 based on 1,048 user ratings",The Sinking Of Van Der Wijck,/title/tt3418604/, The Sinking of Van Der Wijck (2013) 
5.8 based on 742 user ratings,Malaal,/title/tt10305616/, Malaal (2019) 
"7.1 based on 25,457 user ratings",Kabir Singh,/title/tt8983202/, Kabir Singh (2019) 
"8.0 based on 1,159 user ratings",When the Camellia Blooms,/title/tt10826064/, When the Camellia Blooms (2019) (TV Series) 
7.2 based on 458 user ratings,Eeda,/title/tt7477108/, Eeda (2018) 
6.6 based on 202 user ratings,Galih dan Ratna,/title/tt6467500/, Galih dan Ratna (2017) 
5.2 based on 40 user ratings,Behind the Newsroom,/title/tt0032246/, Behind the News (1940) 
"8.7 based on 1,093 user ratings",The Rise of Phoenixes,/title/tt7052634/," Tian sheng chang ge (2018) (TV Series) aka ""The Rise of Phoenixes"" "
"4.3 based on 1,798 user ratings",Shanghai Fortress,/title/tt6628322/, Shanghai Fortress (2019) 
"5.8 based on 87,053 user ratings",Eat Pray Love,/title/tt0879870/, Eat Pray Love (2010) 
"8.6 based on 56,563 user ratings",The Bridge,/title/tt1733785/," Bron/Broen (2011) (TV Series) aka ""The Bridge"" "
"6.8 based on 138,446 user ratings",The Lake House,/title/tt0410297/, The Lake House (2006) 
6.2 based on 250 user ratings,Sohni Mahiwal,/title/tt0152509/, Sohni Mahiwal (1984) 
6.4 based on 57 user ratings,Easy Fortune Happy Life,/title/tt3756460/," Fu Qi You An Kang (2009) (TV Mini-Series) aka ""Easy Fortune Happy Life"" "
7.7 based on 47 user ratings,Lucky Days,/title/tt1082031/, Lucky Days (2008) 
6.7 based on 69 user ratings,The Fierce Wife,/title/tt4304720/," Xi li ren qi (2010) (TV Series) aka ""The Fierce Wife"" "
5.5 based on 37 user ratings,The Womanizer,/title/tt6953936/, The Womanizer (2010) (TV Series) 
5.4 based on 19 user ratings,The Year of Happiness and Love,/title/tt4620672/," Na yi nian de xing fu shi guang (2009) (TV Series) aka ""The Year of Happiness and Love"" "
"5.3 based on 33,682 user ratings",After,/title/tt4126476/, After (2019) 
7.2 based on 273 user ratings,Surat Dari Praha,/title/tt6029714/, Surat dari Praha (2016) 
7.4 based on 825 user ratings,Love for Sale,/title/tt8065796/, Love for Sale (2018) 
"7.7 based on 1,326 user ratings","Bring It On, Ghost",/title/tt5768840/," Bring It On, Ghost (2016) (TV Series) "
7.4 based on 370 user ratings,Mehandi Circus,/title/tt9665400/, Mehandi Circus (2019) 
7.5 based on 568 user ratings,Tomorrow with You,/title/tt5994346/," Naeil Geudaewa (2017) (TV Series) aka ""Tomorrow with You"" "
"3.2 based on 4,330 user ratings",SPF-18,/title/tt7296862/, SPF-18 (2017) 
"6.1 based on 27,167 user ratings",Equals,/title/tt3289728/, Equals (2015) 
8.6 based on 37 user ratings,"Wait, My Youth",/title/tt12071466/," Wait, My Youth (2019) (TV Mini-Series) "
8.2 based on 154 user ratings,A Little Thing Called First Love,/title/tt11152058/, A Little Thing Called First Love (2019) (TV Series) 
7.7 based on 116 user ratings,Here to Heart,/title/tt8791742/, Here to Heart (2018) (TV Series) 
"5.2 based on 3,877 user ratings",Humko Deewana Kar Gaye,/title/tt0444840/, Humko Deewana Kar Gaye (2006) 
"2.1 based on 1,187 user ratings",Karzzzz,/title/tt1156148/, Karzzzz (2008) 
7.6 based on 690 user ratings,Accidentally in Love,/title/tt9077184/, Accidentally in Love (2018) (TV Series) 
"7.9 based on 1,181 user ratings",Another Miss Oh,/title/tt5679572/, Another Miss Oh (2016) (TV Series) 
7.7 based on 230 user ratings,Second 20s,/title/tt4984004/, Second 20s (2015) (TV Series) 
7.2 based on 32 user ratings,In Laws,/title/tt0958831/," Cordially Invited (2007) aka ""In Laws & Out Laws"" "
"5.9 based on 21,966 user ratings",Laws of Attraction,/title/tt0323033/, Laws of Attraction (2004) 
"7.4 based on 2,667 user ratings",Cheese in the Trap,/title/tt4741110/, Cheese in the Trap (2016) (TV Series) 
8.2 based on 952 user ratings,Chicago Typewriter,/title/tt6516076/," Sikago Tajagi (2017) (TV Series) aka ""Chicago Typewriter"" "
"9.0 based on 20,464 user ratings",College Romance,/title/tt8809646/, College Romance (2018) (TV Series) 
5.0 based on 422 user ratings,First Kiss,/title/tt7309654/," Ilk Öpücük (2017) aka ""Ilk Öpücük - First Kiss"" "
"5.3 based on 6,850 user ratings",Honey 2,/title/tt1657283/, Honey 2 (2011) 
6.1 based on 144 user ratings,Jealousy and medicine,/title/tt0070949/," Zazdrosc i medycyna (1973) aka ""Jealousy and Medicine"" "
"7.8 based on 3,080 user ratings",The K2,/title/tt5966882/, The K2 (2016) (TV Series) 
7.0 based on 551 user ratings,The Liar and His Lover,/title/tt6422226/," Geunyeoneun Geojitmaleul Neomoo Saranghae (2017) (TV Series) aka ""The Liar and His Lover"" "
"7.1 based on 139,181 user ratings",The Time Traveler's Wife,/title/tt0452694/, The Time Traveler's Wife (2009) 
"8.0 based on 28,375 user ratings",Dev.D,/title/tt1327035/, Dev.D (2009) 
6.6 based on 67 user ratings,Dil Vil Pyaar Vyaar,/title/tt3723864/, Dil Vil Pyaar Vyaar (2014) 
7.0 based on 510 user ratings,Hot Date,/title/tt7603386/, Hot Date (2017) (TV Series) 
"3.2 based on 1,174 user ratings",Nasha,/title/tt3044882/, Nasha (2013) 
6.0 based on 417 user ratings,Zindagi Kitni Haseen Hay,/title/tt5297578/, Zindagi Kitni Haseen Hay (2016) 
"4.4 based on 1,751 user ratings",I'm in Love with a Church Girl,/title/tt1618432/, I'm in Love with a Church Girl (2013) 
Not Found,Sudden,/title/tt12229258/, Sudden (2013) (TV Series) 
Not Found,The Dream Catchers,/title/tt12263602/, The Dream Catchers (2009) (TV Series) 
"7.0 based on 1,616 user ratings",Be with Me,/title/tt0463903/, Be with Me (2005) 
"7.7 based on 3,673 user ratings",Be with You,/title/tt8092252/, Be With You (2018) 
7.1 based on 273 user ratings,Fall in Love with Me,/title/tt6139710/, Fall in Love with Me (2014) (TV Series) 
7.9 based on 41 user ratings,Love Cheque Charge,/title/tt6357262/, Love Cheque Charge (2014) (TV Series) 
7.4 based on 211 user ratings,Murphy's Law of Love,/title/tt6352754/, Murphy's Law of Love (2015) (TV Series) 
"6.1 based on 23,293 user ratings",Someone Like You,/title/tt0244970/, Someone Like You (2001) 
7.6 based on 76 user ratings,When I See You Again,/title/tt6289504/, When I See You Again (2015) (TV Series) 
"8.0 based on 1,480 user ratings",Love O2O,/title/tt6055498/, Love O2O (2016) (TV Series) 
5.4 based on 183 user ratings,Yes or No 2,/title/tt4556738/, Yes or No 2.5 (2015) 
5.4 based on 183 user ratings,Yes or No 2.5,/title/tt4556738/, Yes or No 2.5 (2015) 
"7.1 based on 1,871 user ratings",Tune in for Love,/title/tt10763618/, Tune in for Love (2019) 
6.4 based on 14 user ratings,Qué pena tu serie,/title/tt6953646/, Que Pena tu Serie (2015) (TV Series) 
"7.2 based on 176,001 user ratings",Chocolate,/title/tt0241303/," Chocolat (2000) aka ""Chocolate"" "
"6.1 based on 46,763 user ratings",Love,/title/tt3774694/, Love (II) (2015) 
7.4 based on 303 user ratings,Love and Fortune,/title/tt8649316/," Koi no tsuki (2018) (TV Series) aka ""Love and Fortune"" "
Not Found,The Charming Stepmom,Not Found,Not Found
5.3 based on 153 user ratings,The Many Faces of Ito,/title/tt7138120/," Itô kun A to E (2018) aka ""The Many Faces of Ito"" "
"8.1 based on 3,077 user ratings",Oh My Ghost,/title/tt4799574/," Oh Naui Gwishinnim (2015) (TV Series) aka ""Oh My Ghost"" "
5.8 based on 124 user ratings,Dorasaani,/title/tt10369210/," Dorasani (2019) aka ""Dorasaani"" "
"5.7 based on 7,294 user ratings",The Holiday Calendar,/title/tt8262802/, The Holiday Calendar (2018) 
Not Found,Miss Culinary,/title/tt1507703/, Joe Gets Culinary (2006) (TV Episode)  - Season 2 | Episode 5  - Joe Gets (2005) (TV Series)  
"8.4 based on 1,528 user ratings",Eternal Love,/title/tt6488862/," Three Lives Three Worlds, Ten Miles of Peach Blossom (2017) (TV Series) aka ""Eternal Love"" "
7.4 based on 251 user ratings,Silvana Sin Lana,/title/tt5663544/, Silvana Sin Lana (2016) (TV Series) 
7.2 based on 22 user ratings,At the Dolphin Bay,/title/tt8612066/, At the Dolphin Bay (2003) (TV Series) 
"5.9 based on 12,004 user ratings",Earthquake Bird,/title/tt8178486/, Earthquake Bird (2019) 
Not Found,Inheritors,/title/tt3810752/, Inheritors (2013) (Short) 
5.9 based on 16 user ratings,La Robe De Mariee Des Cieux,/title/tt6357220/, La Robe de Mariee des Cieux (2004) (TV Series) 
6.6 based on 19 user ratings,My MVP Valentine,/title/tt6286390/, My MVP Valentine (2002) (TV Series) 
"8.0 based on 44,926 user ratings",My Sassy Girl,/title/tt0293715/, My Sassy Girl (2001) 
8.0 based on 449 user ratings,Westside Story,/title/tt4113078/," Westside (2015) (TV Series) aka ""Westside Story"" "
"4.7 based on 3,188 user ratings",Lucky: No Time for Love,/title/tt0449306/, Lucky: No Time for Love (2005) 
4.5 based on 8 user ratings,My Dear Warrior,/title/tt11281912/, My Dear Warrior (2019) (TV Series) 
8.0 based on 682 user ratings,Put Your Head on My Shoulder,/title/tt10265158/, Put Your Head on My Shoulder (2019) (TV Series) 
"8.0 based on 4,654 user ratings",Maid-Sama!,/title/tt1634208/," Kaichou wa meido-sama! (2010) (TV Series) aka ""Kaichou wa Maid-sama!"" "
"7.3 based on 193,746 user ratings",Revolutionary Road,/title/tt0959337/, Revolutionary Road (2008) 
"5.1 based on 3,120 user ratings",Christmas With A View,/title/tt8041006/, Christmas with a View (2018) (TV Movie) 
2.8 based on 404 user ratings,Beiimaan Love,/title/tt5227468/, Beiimaan Love (2016) 
Not Found,Kacche Dhaagey,/title/tt11317454/, Kacche Dhaagey (2016) 
6.8 based on 71 user ratings,Inborn Pair,/title/tt6357282/, Inborn Pair (2011) (TV Series) 
7.5 based on 308 user ratings,Just You,/title/tt3076512/," Chiu shih yao ni ai shang wo (2013) (TV Series) aka ""Just You"" "
7.5 based on 115 user ratings,Love Around,/title/tt3715634/," Zhen ai hei bai pei (2013) (TV Series) aka ""Love Around"" "
7.6 based on 25 user ratings,Love Family,/title/tt6671178/, Love Family (2013) (TV Series) 
"7.1 based on 3,646 user ratings",Love Me or Leave Me,/title/tt0048317/, Love Me or Leave Me (1955) 
6.1 based on 331 user ratings,Love Now,/title/tt1159223/," Jigeum sarangha-neun saramgwa salgo issumnika? (2007) aka ""Love Now"" "
Not Found,Cinta 100KG,/title/tt1175089/, Satu cinta 1000 dusta (1985) 
Not Found,Cinta Iris,/title/tt3567530/, Shin Tairiku (1940) 
Not Found,Cinta Si Wedding Planner,/title/tt12275178/, Cinta Si Wedding Planner (2015) (TV Series) 
Not Found,Secret of Success,/title/tt6517144/, Secret of Success (2014) (TV Episode)  - Season 2 | Episode 7  - The Craig Caddell Show (2013) (TV Series)  
"7.9 based on 1,935 user ratings",Pasión de Gavilanes,/title/tt0387763/, Pasión de Gavilanes (2003) (TV Series) 
"6.9 based on 82,766 user ratings",My Week with Marilyn,/title/tt1655420/, My Week with Marilyn (2011) 
7.1 based on 40 user ratings,Kiss The Series,/title/tt10529010/, Kiss: The Series (2016) (TV Series) 
"8.1 based on 3,063 user ratings",Something in the Rain,/title/tt8078816/, Something in the Rain (2018) (TV Series) 
8.1 based on 701 user ratings,Sotus The Series,/title/tt6428698/, Sotus the Series (2016) (TV Series) 
"7.5 based on 1,576 user ratings",Dramaworld,/title/tt5468694/, Dramaworld (2016) (TV Series) 
7.2 based on 154 user ratings,12 Years Promise,/title/tt5476252/, 12 Years Promise (2014) (TV Series) 
7.7 based on 707 user ratings,Beating Again,/title/tt4274682/," Sunjeonge Banhada (2015) (TV Mini-Series) aka ""Beating Again"" "
6.8 based on 95 user ratings,Can We Get Married?,/title/tt3247224/, Can We Get Married? (2012) (TV Series) 
7.9 based on 370 user ratings,Secret Affair,/title/tt5309758/," Milhwe (2014) (TV Series) aka ""Secret Affair"" "
7.8 based on 283 user ratings,This Is My Love,/title/tt4791426/," Sa-rang-ha-neun eun-dong-ah (2015) (TV Series) aka ""This Is My Love"" "
"6.1 based on 1,748 user ratings",Two Lovers and a Bear,/title/tt4412528/, Two Lovers and a Bear (2016) 
"8.1 based on 2,521 user ratings",El Clon,/title/tt0289800/," The Clone (2001) (TV Series) aka ""El clon"" "
7.5 based on 849 user ratings,Well-Intended Love,/title/tt9886950/, Well-Intended Love (2019) (TV Series) 
7.3 based on 306 user ratings,I Hear You,/title/tt10327440/, I Hear You (I) (2019) (TV Series) 
"6.3 based on 4,078 user ratings",Lovesong,/title/tt4305148/, Lovesong (2016) 
7.6 based on 462 user ratings,The Princess Weiyoung,/title/tt6353308/," Jin Xiu Wei Yang (2016) (TV Series) aka ""The Princess Weiyoung"" "
"7.9 based on 8,425 user ratings",Boys Over Flowers,/title/tt1370334/," Kkotboda namja (2009) (TV Series) aka ""花より男子〜Boys Over Flowers"" "
7.4 based on 741 user ratings,Love Rain,/title/tt6591406/," Koi wa Ameagari no You ni (2018) (TV Series) aka ""Love Rain"" "
"4.6 based on 2,370 user ratings",My Perfect Romance,/title/tt7358936/, My Perfect Romance (2018) (TV Movie) 
"5.5 based on 2,576 user ratings",Chaahat,/title/tt0172234/, Chaahat (1996) 
"6.1 based on 2,441 user ratings",Inkaar,/title/tt2094854/, Inkaar (2013) 
"6.8 based on 2,496 user ratings",Kiss & Cry,/title/tt5224012/," Kiss and Cry (I) (2017) aka ""Kiss & Cry"" "
"6.2 based on 6,901 user ratings",Raja Hindustani,/title/tt0117437/, Raja Hindustani (1996) 
"7.4 based on 10,243 user ratings",Palm Trees in the Snow,/title/tt3202202/, Palm Trees in the Snow (2015) 
7.2 based on 6 user ratings,Bangkok Love Stories: Hey You!,/title/tt9905656/, Bangkok Love Stories: Hey You (2018) (TV Series) 
"5.9 based on 2,020 user ratings",Juanita,/title/tt6155456/, Juanita (I) (2019) 
7.1 based on 482 user ratings,Starting Over Again,/title/tt3528284/, Starting Over Again (2014) 
7.5 based on 968 user ratings,That Thing Called Tadhana,/title/tt4170436/, That Thing Called Tadhana (2014) 
6.2 based on 197 user ratings,The Love Affair,/title/tt4202506/, The Love Affair (2015) 
"8.1 based on 2,819 user ratings",A Korean Odyssey,/title/tt7099334/, A Korean Odyssey (2017) (TV Series) 
7.0 based on 415 user ratings,Everyday I Love You,/title/tt4944460/, Everyday I Love You (2015) 
6.1 based on 454 user ratings,No Other Woman,/title/tt0042287/," Buccaneer's Girl (1950) aka ""No Other Woman"" "
"8.6 based on 29,332 user ratings",North & South,/title/tt0417349/, North & South (2004) (TV Mini-Series) 
"6.3 based on 29,012 user ratings",The Discovery,/title/tt5155780/, The Discovery (I) (2017) 
Not Found,แผนร้ายนายเจ้าเล่ห์,Not Found,Not Found
7.1 based on 991 user ratings,Verses of Love,/title/tt1198186/, Verses of Love (2008) 
"4.4 based on 1,967 user ratings",Blood Money,/title/tt3758852/, Blood Money (IV) (2017) 
"7.9 based on 2,586 user ratings",Most Beautiful Thing,/title/tt8001788/," Girls from Ipanema (2019) (TV Series) aka ""Most Beautiful Thing"" "
6.0 based on 156 user ratings,The Unmarried Wife,/title/tt5755796/, The Unmarried Wife (2016) 
6.9 based on 328 user ratings,Vince and Kath and James,/title/tt6271264/, Vince & Kath & James (2016) 
6.7 based on 558 user ratings,My Husband Won't Fit,/title/tt10027946/," Otto no chinpo ga hairanai (2019) (TV Series) aka ""My Husband Won't Fit"" "
6.2 based on 105 user ratings,Green Door,/title/tt9817290/, Green Door (2019) (TV Mini-Series) 
"7.7 based on 1,410 user ratings",If I Hadn't Met You,/title/tt8517780/," Si no t'hagués conegut (2018) (TV Series) aka ""If I Hadn't Met You"" "
8.5 based on 461 user ratings,Rishta.com,/title/tt1739752/, Rishta.com (2010) (TV Series) 
"8.3 based on 1,209 user ratings",Secret of the Nile,/title/tt5857914/," Grand Hotel (2016) (TV Series) aka ""Secret of the Nile"" "
6.1 based on 478 user ratings,A Love Story,/title/tt2972020/," Bir Ask Hikayesi (2013) (TV Series) aka ""A Love Story"" "
6.8 based on 638 user ratings,Barcelona: A Love Untold,/title/tt5755912/, Barcelona: A Love Untold (2016) 
5.7 based on 194 user ratings,Finally Found Someone,/title/tt7151438/, Finally Found Someone (2017) 
7.7 based on 204 user ratings,Cain and Abel,/title/tt3147968/, Cain and Abel (2009) (TV Series) 
7.5 based on 193 user ratings,Eugenie Nights,/title/tt8409796/, Eugenie Nights (2018) (TV Series) 
"6.1 based on 3,754 user ratings",Incir Receli 2,/title/tt4003046/, Incir Reçeli 2 (2014) 
"5.2 based on 2,101 user ratings",One More Time,/title/tt3662066/, One More Time (2015) 
"7.8 based on 8,050 user ratings",Sadece Sen,/title/tt2082180/," O-jik geu-dae-man (2011) aka ""Sadece Sen"" "
5.5 based on 650 user ratings,The Boss's Daughter,/title/tt4040042/, The Boss's Daughter (2015) 
"7.8 based on 19,564 user ratings",The Butterfly's Dream,/title/tt2608224/," Kelebegin Rüyasi (2013) aka ""The Butterfly's Dream - Kelebegin Rüyasi"" "
"6.6 based on 9,446 user ratings",Aitraaz,/title/tt0418460/, Aitraaz (2004) 
6.4 based on 559 user ratings,Balu Mahi,/title/tt5370442/, Balu Mahi (2017) 
"7.6 based on 26,389 user ratings",Dil Se,/title/tt0164538/, Dil Se.. (1998) 
4.9 based on 145 user ratings,Ishqedarriyaan,/title/tt4610308/, Ishqedarriyaan (2015) 
8.0 based on 50 user ratings,Kaakan,/title/tt4602608/, Kaakan (2015) 
"4.2 based on 1,687 user ratings",Kyun! Ho Gaya Na,/title/tt0349703/," Look What's Happened Now (2004) aka ""Kyun! Ho Gaya Na..."" "
5.4 based on 856 user ratings,Love Beats Rhymes,/title/tt4686108/, Love Beats Rhymes (2017) 
"7.0 based on 13,527 user ratings",Pardes,/title/tt0119861/, Pardes (1997) 
6.9 based on 106 user ratings,Shubh Aarambh,/title/tt6949882/, Shubh Aarambh (2017) 
7.6 based on 95 user ratings,Yaadein,/title/tt0058759/, Yaadein (1964) 
Not Found,Nila,/name/nm1853502/," Meera Chopra (Actress, Bangaram (2006)) aka ""Nila"" "
6.8 based on 488 user ratings,My Only Love Song,/title/tt6125832/," Ma-i On-li Leo-beu-song (2017) (TV Series) aka ""My Only Love Song"" "
"4.6 based on 2,384 user ratings","Berlin, I Love You",/title/tt2275743/," Berlin, I Love You (2019) "
"5.2 based on 1,938 user ratings",A Perfect Man,/title/tt2275471/, A Perfect Man (2013) 
"5.6 based on 3,981 user ratings",Immoral Tales,/title/tt0071359/, Immoral Tales (1973) 
"7.0 based on 22,871 user ratings",Suite Française,/title/tt0900387/, Suite Française (2014) 
Not Found,Bangkok Bachelors,Not Found,Not Found
"6.5 based on 1,257 user ratings",Inhuman Kiss,/title/tt9799992/," Sang Krasue (2019) aka ""Krasue: Inhuman Kiss"" "
6.3 based on 62 user ratings,Pierre Jackson,/title/tt7031338/, Pierre Jackson (2018) 
"7.3 based on 2,643 user ratings",Us and Them,/title/tt8033592/, Us and Them (2018) 
7.6 based on 589 user ratings,Bolívar,/title/tt9327242/, Bolívar: Una lucha admirable (2019) (TV Series) 
Not Found,Melodies of Life - Born This Way,Not Found,Not Found
"6.2 based on 1,258 user ratings",Running for Grace,/title/tt5696326/, Running for Grace (2018) 
5.3 based on 672 user ratings,Somewhere Only We Know,/title/tt4074958/, Somewhere Only We Know (2015) 
Not Found,The Right One,/title/tt6820128/, The Right One (2021) 
4.8 based on 5 user ratings,28 Moons,/title/tt10145322/," 28 Faces of the Moon (2016) (TV Mini-Series) aka ""28 Moons"" "
3.5 based on 11 user ratings,Magic Phone,/title/tt7162434/, Magic Phone (2016) (TV Series) 
7.5 based on 22 user ratings,Singles Villa,/title/tt5053036/," Zhi Yin Danshen Zai Yiqi (2015) (TV Series) aka ""Singles Villa"" "
6.1 based on 282 user ratings,Love Is a Story,/title/tt3764686/, Love Is a Story (2015) 
"7.2 based on 115,169 user ratings",The Phantom of the Opera,/title/tt0293508/, The Phantom of the Opera (2004) 
Not Found,Prince,/name/nm0002239/," Prince (I) (Actor, Under the Cherry Moon (1986))"
6.5 based on 19 user ratings,Rab Se Sohna Isshq,/title/tt3002496/, Rab Se Sohna Isshq (2012) (TV Series) 
"8.8 based on 3,714 user ratings",Mr. Sunshine,/title/tt7094780/," Miseuteo Shunshain (2018) (TV Series) aka ""Mr. Sunshine"" "
"6.3 based on 2,256 user ratings",1 Mile to You,/title/tt2184233/, 1 Mile to You (2017) 
6.3 based on 86 user ratings,Diamond Lover,/title/tt6058496/, Diamond Lover (2015) (TV Series) 
7.7 based on 113 user ratings,The Legend of White Snake,/title/tt10628250/, The Legend of White Snake (2019) (TV Series) 
"7.4 based on 181,863 user ratings",Blue Valentine,/title/tt1120985/, Blue Valentine (2010) 
6.5 based on 130 user ratings,Bangkok Love Stories: Innocence,/title/tt9905660/, Bangkok Love Stories: Innocence (2018) (TV Series) 
Not Found,Reality of Dream,/title/tt5861196/, Reality of Dreams: The Marshall Titus Story (2016) (Video) 
"8.0 based on 529,372 user ratings",Her,/title/tt1798709/, Her (2013) 
"6.8 based on 10,661 user ratings",The Exception,/title/tt4721124/, The Exception (2016) 
"4.3 based on 2,304 user ratings",Bewafaa,/title/tt0363472/, Bewafaa (2005) 
Not Found,Sexy Central,/title/tt10619724/, Sexy Central 
5.5 based on 15 user ratings,Bangkok Love Stories: Objects of Affection,/title/tt10438662/, Bangkok Love Stories: Objects of Affection (2019) (TV Series) 
7.6 based on 36 user ratings,Bangkok Love Stories: Plead,/title/tt10438656/, Bangkok Love Stories: Plead (2019) (TV Series) 
8.2 based on 784 user ratings,Rookie Historian Goo Hae-Ryung,/title/tt10406128/," Shinibsagwan Goohaeryung (2019) (TV Series) aka ""Rookie Historian Goo Hae-Ryung"" "
7.3 based on 129 user ratings,Unrequited Love,/title/tt10449632/, Unrequited Love (2019) (TV Series) 
"7.1 based on 142,815 user ratings",The Spectacular Now,/title/tt1714206/, The Spectacular Now (2013) 
"5.2 based on 3,534 user ratings",Amar,/title/tt5479616/, Amar (2017) 
"8.1 based on 2,522 user ratings",Meteor Garden,/title/tt8690890/, Meteor Garden (2018) (TV Series) 
"7.9 based on 1,132 user ratings",One Spring Night,/title/tt10192576/," Bombam (2019) (TV Series) aka ""One Spring Night"" "
"4.5 based on 1,661 user ratings",Sex Doll,/title/tt4937564/, Sex Doll (2016) 
"6.0 based on 23,003 user ratings",Nights in Rodanthe,/title/tt0956038/, Nights in Rodanthe (2008) 
"6.6 based on 14,306 user ratings",Chalte Chalte,/title/tt0346723/, Chalte Chalte (2003) 
